index,x0,x1,x2,y2,y3,,,,
1,-0.107999332,-0.494265846,0.083576739,-2.048265512,0.326867167,Y2=0.5*X0+X1-1.5,,,Y3=0.6*x0*x0+0.9*X1*X1+0.1
2,0.430622773,-0.330071977,0.373922495,-1.614760591,0.309314343,,,,
3,0.157210806,-0.447039547,0.393084715,-1.868434144,0.294689063,,,,
4,-0.189015188,0.115070902,0.407367103,-1.479436692,0.133353226,,,,
5,-0.085436059,-0.45145522,-0.228726916,-1.99417325,0.287810226,,,,
6,0.273061715,-0.418000684,-0.481208339,-1.781469827,0.301989735,,,,
7,0.417092516,-0.141279822,0.139926605,-1.432733564,0.222343689,,,,
8,-0.442296483,0.20171701,0.233871075,-1.519431232,0.253996484,,,,
9,-0.351774188,-0.196272847,0.202470594,-1.872159941,0.208917775,,,,
10,0.25138439,0.151105145,0.45783013,-1.22320266,0.158465955,,,,
11,0.385145204,-0.092413188,-0.25481001,-1.399840586,0.196688274,,,,
12,0.318139273,-0.030084608,0.367799265,-1.371014972,0.161542133,,,,
13,-0.011343709,0.284236659,0.38985596,-1.221435196,0.172788638,,,,
14,0.079275351,0.158834144,-0.193023932,-1.301528181,0.126476206,,,,
15,0.333246553,-0.195365329,0.154715394,-1.528742053,0.20098281,,,,
16,-0.039606266,-0.195804053,-0.04884421,-1.715607186,0.135446498,,,,
17,-0.430586127,0.226662321,-0.332292159,-1.488630743,0.257480875,,,,
18,-0.423632301,0.332971697,-0.092743014,-1.378844454,0.307461732,,,,
19,0.373647165,0.131861909,0.280567618,-1.181314509,0.199416129,,,,
20,0.102010811,0.356972421,-0.082497207,-1.092022174,0.220930102,,,,
21,0.342570102,-0.244239784,0.344989646,-1.572954733,0.22410033,,,,
22,-0.164657512,-0.182962807,-0.222194776,-1.765291563,0.146395108,,,,
23,-0.288969806,0.119097409,-0.213034425,-1.525387494,0.162867903,,,,
24,0.315771326,0.322835008,-0.059133262,-1.019279329,0.253627116,,,,
25,0.236582093,0.110432599,0.384198036,-1.271276355,0.144558475,,,,
26,0.490858023,0.002805123,0.246066159,-1.251765866,0.244572041,,,,
27,0.438620906,0.145612931,0.360528705,-1.135076616,0.234515793,,,,
28,0.159418009,0.209996835,-0.371359758,-1.210294161,0.154937265,,,,
29,-0.221316082,-0.378352067,-0.043603212,-1.989010108,0.258223743,,,,
30,0.00742012,-0.152924445,0.076871718,-1.649214385,0.121080332,,,,
31,0.388706844,0.480079156,-0.042849242,-0.825567422,0.398084203,,,,
32,0.266144036,0.184462024,0.24479457,-1.182465958,0.173123203,,,,
33,0.36867483,0.107671889,0.272320924,-1.207990696,0.19198659,,,,
34,-0.206525091,-0.279104579,0.332920615,-1.882367125,0.195700997,,,,
35,-0.475853748,-0.19732224,-0.216386971,-1.935249114,0.270904533,,,,
36,-0.379773343,0.383696672,0.19725925,-1.30619,0.319037498,,,,
37,0.43836948,0.068548266,0.485978641,-1.212266994,0.219529659,,,,
38,-0.415119627,0.391935332,0.324205903,-1.315624482,0.341646557,,,,
39,-0.132178253,-0.202523796,-0.229470253,-1.768612923,0.147396953,,,,
40,0.432114184,0.460918489,0.360916887,-0.823024419,0.403234869,,,,
41,-0.062128545,-0.192532051,0.11209292,-1.723596324,0.135677705,,,,
42,-0.310202578,-0.289343815,-0.047204565,-1.944445104,0.233083243,,,,
43,0.091945311,0.483475375,-0.01704217,-0.97055197,0.315445959,,,,
44,-0.352525901,0.403387369,0.27668652,-1.272875582,0.321013939,,,,
45,-0.002020469,0.073259176,-0.030605156,-1.427751059,0.104832666,,,,
46,0.040656787,0.225501667,-0.072411066,-1.25416994,0.146757686,,,,
47,0.079548704,-0.11619214,0.309506777,-1.576417788,0.11594735,,,,
48,0.176361008,-0.439778481,-0.167139261,-1.851597977,0.292726524,,,,
49,0.49089446,0.318276459,-0.332760453,-0.936276311,0.335756336,,,,
50,-0.456221542,0.389234255,0.451694909,-1.338876516,0.361235832,,,,
51,-0.472076458,0.468400586,0.482932284,-1.267637643,0.431172907,,,,
52,-0.38692757,0.156068019,-0.405481005,-1.537395766,0.211749271,,,,
53,0.34691311,-0.200324159,-0.127806716,-1.526867604,0.208326015,,,,
54,0.140729558,0.277034612,0.240810136,-1.152600609,0.180956244,,,,
55,-0.149321377,-0.307722421,-0.289760762,-1.88238311,0.198601904,,,,
56,-0.073348385,-0.400315182,-0.283860491,-1.936989375,0.247455012,,,,
57,-0.261822288,0.446211824,0.258554377,-1.18469932,0.320325039,,,,
58,-0.129376146,0.161760511,0.031713399,-1.402927562,0.133592729,,,,
59,0.055056663,-0.045846252,0.173494766,-1.518317921,0.103710433,,,,
60,0.115869269,-0.353795326,-0.467085052,-1.795860692,0.220709432,,,,
61,-0.086348085,-0.409794326,-0.396430098,-1.952968369,0.255611846,,,,
62,-0.334871596,-0.34358788,0.443003128,-2.011023678,0.27353076,,,,
63,0.044029928,0.227006673,-0.393190641,-1.250978363,0.147542007,,,,
64,0.074026811,-0.244575388,-0.357005341,-1.707561983,0.15712339,,,,
65,0.1837037,0.448233578,0.495710694,-0.959914572,0.301070236,,,,
66,-0.235887006,0.136105471,-0.072565229,-1.481838032,0.150057837,,,,
67,0.259082196,0.413201134,-0.100858268,-0.957257768,0.29393581,,,,
68,0.441269186,-0.077833065,-0.455100136,-1.357198472,0.222283284,,,,
69,0.426970875,0.367237272,-0.477397257,-0.919277291,0.330759369,,,,
70,-0.442626126,-0.056256122,-0.38735214,-1.777569185,0.220399009,,,,
71,0.390599948,0.309163184,0.050878368,-0.995536842,0.277564679,,,,
72,0.467579263,-0.084094581,-0.004359788,-1.35030495,0.237542929,,,,
73,0.499307533,-0.012277713,0.243952751,-1.262623947,0.249720476,,,,
74,-0.485722533,0.086114841,-0.035698426,-1.656746426,0.248230017,,,,
75,0.445289435,0.038781767,-0.297390381,-1.238573516,0.220323231,,,,
76,-0.379779336,-0.107158075,0.473445759,-1.797047743,0.196873974,,,,
77,0.040616422,0.199448987,0.126945039,-1.280242802,0.136791725,,,,
78,-0.245537872,0.049758379,-0.115033015,-1.573010557,0.138401615,,,,
79,0.496322421,0.247572781,0.2667148,-1.004266009,0.302964621,,,,
80,-0.201940984,-0.269028204,0.404151131,-1.869998696,0.189606654,,,,
81,-0.495540215,-0.247455508,-0.396601588,-1.995225616,0.302446868,,,,
82,0.35192123,-0.325708792,-0.005951952,-1.649748177,0.269786727,,,,
83,-0.124432684,-0.474870012,-0.155253065,-2.037086354,0.312241471,,,,
84,0.18762435,0.198735924,0.349170989,-1.207451901,0.156668109,,,,
85,-0.396297727,-0.01171042,-0.187107254,-1.709859284,0.194354554,,,,
86,-0.3580568,-0.094851774,0.234200095,-1.773880174,0.185019976,,,,
87,0.159711673,-0.344944377,-0.366381405,-1.765088541,0.222392652,,,,
88,0.096290801,0.076669292,-0.106691101,-1.375185308,0.110853513,,,,
89,0.162296456,0.377852743,-0.425185211,-1.040999029,0.24429951,,,,
90,-0.101737302,0.400699325,0.158193589,-1.150169326,0.250714241,,,,
91,-0.151016364,0.154726537,-0.435796153,-1.420781645,0.135229836,,,,
92,0.259231563,-0.448651589,-0.153175896,-1.819035808,0.321480025,,,,
93,0.131886626,-0.320753911,0.355035581,-1.754810598,0.203031214,,,,
94,-0.280280025,0.038713622,0.284266745,-1.601426391,0.148483006,,,,
95,0.088945864,-0.222409856,0.368507817,-1.677936924,0.14926635,,,,
96,0.339948444,-0.316105554,0.46794465,-1.646131332,0.259269416,,,,
97,0.129136817,0.314105055,0.39725037,-1.121326537,0.198801578,,,,
98,0.365482188,0.309870435,0.167586523,-1.007388471,0.266564056,,,,
99,-0.316198669,-0.068902604,0.186005718,-1.727001939,0.164261771,,,,
100,0.080137854,0.355858429,0.379839257,-1.104072644,0.217824945,,,,
101,0.004187339,0.170903206,0.412516,-1.327003125,0.126297636,,,,
102,-0.031457109,-0.166990982,-0.391232864,-1.682719537,0.125691119,,,,
103,0.268733595,0.103763681,0.00084254,-1.261869522,0.153020858,,,,
104,0.265124969,0.183623679,0.018544366,-1.183813837,0.172520639,,,,
105,0.22656526,0.280910433,-0.103237776,-1.105806937,0.201818694,,,,
106,0.032148078,-0.051472079,0.004127568,-1.53539804,0.103004537,,,,
107,0.041911848,0.353203038,0.164337956,-1.125841038,0.213331109,,,,
108,-0.081179312,0.091206592,0.181553734,-1.449383064,0.111440827,,,,
109,-0.099867181,0.011613005,0.081868898,-1.538320586,0.106105448,,,,
110,-0.331962425,-0.30356985,0.423827077,-1.969551063,0.249058619,,,,
111,0.309567931,0.127493818,0.002952673,-1.217722217,0.172128589,,,,
112,-0.110310763,0.099537113,-0.329348531,-1.455618269,0.116217952,,,,
113,0.00188681,0.084775891,0.396516793,-1.414280704,0.106470393,,,,
114,0.456851522,0.037789894,-0.221730889,-1.233784345,0.226513256,,,,
115,0.282473534,0.18160382,-0.290878749,-1.177159413,0.177556731,,,,
116,-0.405473907,-0.335729686,-0.030779783,-2.03846664,0.300088433,,,,
117,-0.043009494,-0.078304651,-0.487115722,-1.599809398,0.106628346,,,,
118,0.211763697,0.009000068,-0.083545131,-1.385118084,0.126979219,,,,
119,-0.173488231,0.427945745,0.284606507,-1.158798371,0.282882704,,,,
120,-0.357059854,0.100570897,-0.079766544,-1.57795903,0.185598098,,,,
121,0.41434426,-0.33694102,0.002568528,-1.62976889,0.305185025,,,,
122,0.034963121,-0.383870205,-0.408056863,-1.866388645,0.233354153,,,,
123,-0.091236396,0.134810761,0.004092703,-1.410807437,0.121350995,,,,
124,-0.030549946,0.147197318,0.277249105,-1.368077655,0.120060325,,,,
125,-0.343856105,0.306286187,0.183690751,-1.365641866,0.255372318,,,,
126,-0.316855973,-0.060704797,0.132313267,-1.719132784,0.16355519,,,,
127,0.012824691,0.183731218,-0.309767934,-1.309856437,0.130480128,,,,
128,0.134663933,0.147983442,-0.056268936,-1.284684592,0.130589814,,,,
129,0.395726537,0.370972956,-0.13848171,-0.931163776,0.317818536,,,,
130,-0.19081592,-0.063978483,-0.216588984,-1.659386443,0.125530351,,,,
131,0.149053084,0.374112804,-0.248282797,-1.051360654,0.239294444,,,,
132,0.411734974,-0.058892631,-0.036743563,-1.353025144,0.204836921,,,,
133,-0.09105128,0.023920543,0.460833147,-1.521605097,0.105489174,,,,
134,0.484860311,-0.436808228,0.197539805,-1.694378073,0.412774998,,,,
135,0.078788817,-0.342610944,-0.269765968,-1.803216536,0.20936864,,,,
136,-0.278418944,-0.017514503,-0.026036859,-1.656723975,0.146786347,,,,
137,0.1268661,-0.216145674,0.498973806,-1.652712624,0.151704062,,,,
138,-0.499683175,-0.237194428,-0.00817898,-1.987036016,0.300445042,,,,
139,0.050449179,-0.249653561,0.178900357,-1.724428972,0.157621282,,,,
140,-0.082500564,0.4180767,0.389114177,-1.123173582,0.26139312,,,,
141,0.279506761,0.421909813,0.287112501,-0.938336807,0.307081519,,,,
142,0.214994121,0.056959413,-0.07582317,-1.335543527,0.13065342,,,,
143,0.234653108,0.097049212,-0.068090886,-1.285624234,0.141513943,,,,
144,0.350056703,0.34048681,0.250271193,-0.984484839,0.277861958,,,,
145,-0.394958999,-0.081105667,0.048709747,-1.778585167,0.199515883,,,,
146,0.345880492,-0.311445271,0.487745489,-1.638505025,0.25907833,,,,
147,-0.250379811,-0.216371285,-0.46088113,-1.841561191,0.17974891,,,,
148,0.189940647,0.451713575,0.065386601,-0.953316102,0.305287108,,,,
149,0.270361015,0.233657066,-0.169203396,-1.131162427,0.192993109,,,,
150,0.344558003,-0.262594416,0.115331615,-1.590315415,0.233292375,,,,
151,0.14162344,-0.200848418,-0.169717365,-1.630036698,0.148340398,,,,
152,-0.392770568,0.390799848,-0.239936041,-1.305585436,0.330013301,,,,
153,0.165899935,0.207233508,0.310911945,-1.209816525,0.155164827,,,,
154,0.286814413,-0.493113959,-0.340803602,-1.849706753,0.368202743,,,,
155,-0.087183636,0.11001171,0.164534484,-1.433580108,0.115452911,,,,
156,-0.167499282,0.382644445,-0.071052662,-1.201105196,0.2486087,,,,
157,-0.281239658,0.085760769,0.001002226,-1.55485906,0.154076866,,,,
158,0.331341202,0.446438672,0.074582801,-0.887890727,0.345248934,,,,
159,0.275239022,-0.098714839,-0.123661137,-1.461095328,0.154224069,,,,
160,0.034932514,0.415172347,-0.178680367,-1.067361396,0.255863438,,,,
161,-0.194589956,0.062786691,-0.144303715,-1.534508287,0.126267102,,,,
162,-0.207681461,-0.125544726,0.38583846,-1.729385457,0.140064284,,,,
163,0.427114767,0.139835633,0.287822715,-1.146606984,0.227054818,,,,
164,-0.205881222,0.423338166,-0.28514248,-1.179602445,0.286725929,,,,
165,-0.138759041,-0.457859378,0.487644392,-2.027238899,0.300224132,,,,
166,-0.274752966,0.461025764,0.256217783,-1.176350719,0.336583795,,,,
167,0.467402757,0.245192751,-0.201481952,-1.021105871,0.285186739,,,,
168,0.329004527,-0.229194386,0.494251032,-1.564692123,0.212223447,,,,
169,0.161174147,-0.122278793,-0.116810936,-1.54169172,0.129043156,,,,
170,-0.063491627,0.015242109,0.040250155,-1.516503705,0.102627802,,,,
171,-0.25214211,-0.330561099,-0.391120164,-1.956632154,0.236488962,,,,
172,0.277369017,0.46844039,-0.138020907,-0.892875102,0.343652902,,,,
173,-0.052583436,-0.009880949,0.048283472,-1.536172667,0.10174688,,,,
174,0.232872111,-0.410769704,-0.384968315,-1.794333649,0.284396227,,,,
175,0.373134398,-0.327388659,-0.085211111,-1.64082146,0.280002568,,,,
176,-0.176381208,-0.038311496,0.092002847,-1.6265021,0.119987192,,,,
177,-0.110660057,-0.351902943,-0.226263985,-1.907232972,0.218799502,,,,
178,0.427656808,0.218533361,0.450177862,-1.067638235,0.252715354,,,,
179,0.018458676,-0.167041266,-0.447093188,-1.657811928,0.12531694,,,,
180,0.319358709,-0.289286018,-0.288097292,-1.629606664,0.236511751,,,,
181,-0.429239231,0.10794792,-0.108507585,-1.606671696,0.221035269,,,,
182,-0.196741136,0.049426509,-0.156707268,-1.548944059,0.125422927,,,,
183,0.240666427,-0.468489393,-0.413007264,-1.84815618,0.332286278,,,,
184,-0.152855552,-0.10786051,-0.425709934,-1.684288286,0.124489393,,,,
185,0.401480208,-0.039193204,-0.400759108,-1.3384531,0.198094311,,,,
186,-0.137508336,0.270498189,-0.280322409,-1.298255979,0.177197469,,,,
187,0.158897973,0.345706206,0.02073057,-1.074844808,0.222710642,,,,
188,-0.458977868,0.0665314,-0.153296252,-1.662957534,0.230380194,,,,
189,0.188578875,-0.466260621,0.249156114,-1.871971184,0.316996265,,,,
190,0.391823202,0.285397153,0.094098642,-1.018691246,0.265421634,,,,
191,-0.102246233,-0.492491394,0.1047245,-2.043614511,0.324565571,,,,
192,-0.477153557,0.189346122,-0.108310702,-1.549230657,0.268872069,,,,
193,0.374777738,-0.113305578,0.063463638,-1.425916709,0.19582935,,,,
194,-0.286948388,-0.415775113,-0.150332879,-2.059249307,0.304985677,,,,
195,0.141517948,0.32319111,-0.141741065,-1.106049916,0.206023642,,,,
196,-0.15850301,-0.089667423,-0.455259269,-1.668918928,0.122310145,,,,
197,-0.31950619,-0.214951307,0.336791275,-1.874704402,0.202834181,,,,
198,-0.190387035,0.474513,0.28362808,-1.120680518,0.324394662,,,,
199,0.412662088,0.194436786,0.352064915,-1.09923217,0.236199097,,,,
200,-0.205422683,0.322622791,-0.346450238,-1.280088551,0.218996006,,,,
